Order ID,Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
O1487,C214,P41,Sports,144.21,10/19/2023
O1487,C214,P12,Clothing,104.71,10/19/2023
O1488,C217,P13,Clothing,136.63,5/22/2023
O1488,C217,P30,Home & Kitchen,181.48,5/22/2023
O1489,C410,P42,Sports,353.55,10/28/2023
O1489,C410,P15,Clothing,100.9,10/28/2023
O1489,C410,P19,Clothing,142.98,10/28/2023
O1490,C346,P14,Clothing,139.74,7/24/2023
O1491,C332,P47,Sports,304.44,12/17/2023
O1492,C415,P36,Books,86.62,8/30/2023
O1492,C415,P5,Electronics,431.72,8/30/2023
O1493,C40,P30,Home & Kitchen,255.52,1/12/2023
O1493,C40,P14,Clothing,180.02,1/12/2023
O1493,C40,P7,Electronics,366.15,1/12/2023
O1493,C40,P11,Clothing,100,1/12/2023
O1494,C294,P21,Home & Kitchen,38.05,12/14/2023
O1494,C294,P48,Sports,146.96,12/14/2023
O1494,C294,P29,Home & Kitchen,216.75,12/14/2023
O1494,C294,P43,Sports,135.86,12/14/2023
O1494,C294,P6,Electronics,466.7,12/14/2023
O1494,C294,P31,Books,84.29,12/14/2023
O1495,C108,P6,Electronics,155.99,5/8/2023
O1495,C108,P7,Electronics,255.65,5/8/2023
O1495,C108,P10,Electronics,213.62,5/8/2023
O1496,C381,P2,Electronics,422.23,12/25/2023
O1496,C381,P38,Books,77.14,12/25/2023
O1497,C490,P17,Clothing,58.59,3/2/2023
O1497,C490,P25,Home & Kitchen,150.49,3/2/2023
O1497,C490,P15,Clothing,100.07,3/2/2023
O1497,C490,P50,Sports,214.3,3/2/2023
O1498,C154,P16,Clothing,114.98,1/12/2023
O1499,C194,P31,Books,66.58,3/27/2023
O1499,C194,P43,Sports,164.48,3/27/2023
O1499,C194,P34,Books,54.24,3/27/2023
O1499,C194,P44,Sports,387.83,3/27/2023
O1500,C460,P18,Clothing,154.5,7/2/2023
O1500,C460,P45,Sports,395.33,7/2/2023
O1501,C480,P36,Books,17.02,2/15/2023
O1501,C480,P27,Home & Kitchen,88.95,2/15/2023
O1501,C480,P16,Clothing,169.82,2/15/2023
O1501,C480,P30,Home & Kitchen,241.53,2/15/2023
O1501,C480,P49,Sports,280.78,2/15/2023
O1501,C480,P39,Books,53.85,2/15/2023
O1502,C360,P37,Books,87.68,5/13/2023
O1502,C360,P27,Home & Kitchen,62.26,5/13/2023
O1502,C360,P41,Sports,337.17,5/13/2023
O1502,C360,P36,Books,82.5,5/13/2023
O1502,C360,P33,Books,76.32,5/13/2023
O1503,C142,P45,Sports,271.11,8/5/2023
O1503,C142,P9,Electronics,285.49,8/5/2023
O1503,C142,P39,Books,18.76,8/5/2023
O1503,C142,P32,Books,19.34,8/5/2023
O1503,C142,P24,Home & Kitchen,229.39,8/5/2023
O1504,C148,P46,Sports,94.74,11/9/2023
O1504,C148,P8,Electronics,209.66,11/9/2023
O1504,C148,P28,Home & Kitchen,96.34,11/9/2023
O1505,C392,P37,Books,62.64,1/5/2023
O1506,C19,P49,Sports,321.08,12/28/2023
O1507,C33,P44,Sports,165.97,5/4/2023
O1507,C33,P4,Electronics,468.19,5/4/2023
O1507,C33,P34,Books,31.84,5/4/2023
O1507,C33,P35,Books,21.86,5/4/2023
O1508,C262,P23,Home & Kitchen,216.53,6/17/2023
O1509,C211,P13,Clothing,148.4,8/25/2023
O1510,C208,P37,Books,34.84,11/23/2023
O1510,C208,P17,Clothing,71.78,11/23/2023
O1510,C208,P27,Home & Kitchen,160.06,11/23/2023
O1511,C372,P37,Books,51.52,10/28/2023
O1511,C372,P9,Electronics,394.18,10/28/2023
O1511,C372,P41,Sports,391.58,10/28/2023
O1511,C372,P22,Home & Kitchen,83.27,10/28/2023
O1511,C372,P47,Sports,144.58,10/28/2023
O1512,C407,P35,Books,36.66,12/29/2023
O1512,C407,P46,Sports,95.29,12/29/2023
O1512,C407,P42,Sports,338,12/29/2023
O1512,C407,P39,Books,85.36,12/29/2023
O1513,C246,P47,Sports,231.09,4/18/2023
O1513,C246,P35,Books,77.63,4/18/2023
O1513,C246,P8,Electronics,107.94,4/18/2023
O1513,C246,P47,Sports,330,4/18/2023
O1513,C246,P45,Sports,135.75,4/18/2023
O1513,C246,P39,Books,10.83,4/18/2023
O1514,C41,P1,Electronics,467.92,6/28/2023
O1514,C41,P4,Electronics,183.34,6/28/2023
O1514,C41,P24,Home & Kitchen,225.38,6/28/2023
O1515,C391,P47,Sports,177.05,7/1/2023
O1515,C391,P19,Clothing,142.11,7/1/2023
O1515,C391,P45,Sports,356.48,7/1/2023
O1515,C391,P48,Sports,191.12,7/1/2023
O1515,C391,P24,Home & Kitchen,264.97,7/1/2023
O1515,C391,P9,Electronics,119.55,7/1/2023
O1516,C327,P36,Books,88.47,4/7/2023
O1516,C327,P13,Clothing,165.49,4/7/2023
O1517,C107,P47,Sports,323.3,4/16/2023
O1517,C107,P17,Clothing,151.28,4/16/2023
O1517,C107,P7,Electronics,203.21,4/16/2023
O1518,C356,P30,Home & Kitchen,237.27,9/4/2023
O1518,C356,P13,Clothing,108.98,9/4/2023
O1518,C356,P50,Sports,277.17,9/4/2023
O1519,C301,P26,Home & Kitchen,46.26,3/30/2023
O1519,C301,P16,Clothing,59.74,3/30/2023
O1519,C301,P12,Clothing,85.76,3/30/2023
O1519,C301,P23,Home & Kitchen,251.43,3/30/2023
O1519,C301,P45,Sports,285.69,3/30/2023
O1520,C277,P26,Home & Kitchen,186.84,10/23/2023
O1520,C277,P39,Books,60.05,10/23/2023
O1520,C277,P3,Electronics,419.93,10/23/2023
O1520,C277,P37,Books,83.96,10/23/2023
O1520,C277,P48,Sports,179.9,10/23/2023
O1520,C277,P31,Books,45.18,10/23/2023
O1521,C262,P1,Electronics,254.31,2/16/2023
O1522,C160,P16,Clothing,185.99,5/20/2023
O1523,C27,P17,Clothing,123.2,10/13/2023
O1523,C27,P20,Clothing,171.97,10/13/2023
O1523,C27,P6,Electronics,160.53,10/13/2023
O1523,C27,P4,Electronics,224.21,10/13/2023
O1523,C27,P50,Sports,93.01,10/13/2023
O1524,C368,P37,Books,58.92,4/27/2023
O1524,C368,P46,Sports,228.63,4/27/2023
O1524,C368,P12,Clothing,116.9,4/27/2023
O1525,C121,P41,Sports,309.8,9/17/2023
O1526,C280,P11,Clothing,59.21,11/25/2023
O1526,C280,P24,Home & Kitchen,245.11,11/25/2023
O1526,C280,P14,Clothing,61.16,11/25/2023
O1526,C280,P41,Sports,194.8,11/25/2023
O1526,C280,P21,Home & Kitchen,83.48,11/25/2023
O1527,C210,P21,Home & Kitchen,44.6,8/15/2023
O1527,C210,P37,Books,37.51,8/15/2023
O1528,C334,P10,Electronics,237.05,5/13/2023
O1528,C334,P40,Books,83.99,5/13/2023
O1528,C334,P28,Home & Kitchen,179.76,5/13/2023
O1528,C334,P34,Books,30.18,5/13/2023
O1528,C334,P31,Books,16.9,5/13/2023
O1529,C232,P15,Clothing,53.52,10/15/2023
O1529,C232,P17,Clothing,127.98,10/15/2023
O1529,C232,P30,Home & Kitchen,36.98,10/15/2023
O1530,C340,P42,Sports,350.82,6/20/2023
O1530,C340,P1,Electronics,326.86,6/20/2023
O1530,C340,P17,Clothing,197.32,6/20/2023
O1530,C340,P5,Electronics,296.41,6/20/2023
O1531,C406,P36,Books,52.54,9/29/2023
O1532,C140,P8,Electronics,360.39,9/15/2023
O1532,C140,P32,Books,23.83,9/15/2023
O1532,C140,P1,Electronics,218.52,9/15/2023
O1533,C403,P1,Electronics,460.7,8/24/2023
O1533,C403,P42,Sports,150.9,8/24/2023
O1533,C403,P44,Sports,137.95,8/24/2023
O1533,C403,P50,Sports,393.37,8/24/2023
O1533,C403,P23,Home & Kitchen,295.18,8/24/2023
O1533,C403,P8,Electronics,251.34,8/24/2023
O1534,C468,P48,Sports,314.96,12/12/2023
O1535,C181,P43,Sports,109.61,8/16/2023
O1536,C385,P12,Clothing,191.36,5/11/2023
O1536,C385,P10,Electronics,170.81,5/11/2023
O1536,C385,P21,Home & Kitchen,126.63,5/11/2023
O1536,C385,P14,Clothing,194.73,5/11/2023
O1536,C385,P28,Home & Kitchen,223.2,5/11/2023
O1537,C259,P38,Books,34.65,10/10/2023
O1537,C259,P23,Home & Kitchen,35.16,10/10/2023
O1537,C259,P46,Sports,385.46,10/10/2023
O1537,C259,P28,Home & Kitchen,238.09,10/10/2023
O1538,C323,P49,Sports,371.36,4/25/2023
O1538,C323,P2,Electronics,167.49,4/25/2023
O1538,C323,P49,Sports,87.53,4/25/2023
O1538,C323,P25,Home & Kitchen,228.1,4/25/2023
O1539,C164,P41,Sports,100.16,11/24/2023
O1539,C164,P29,Home & Kitchen,290.67,11/24/2023
O1539,C164,P45,Sports,281.47,11/24/2023
O1540,C462,P11,Clothing,80.56,1/31/2023
O1540,C462,P15,Clothing,182.83,1/31/2023
O1540,C462,P22,Home & Kitchen,250.59,1/31/2023
O1540,C462,P12,Clothing,199.41,1/31/2023
O1541,C433,P50,Sports,389.22,1/28/2023
O1541,C433,P28,Home & Kitchen,242.25,1/28/2023
O1541,C433,P28,Home & Kitchen,77.95,1/28/2023
O1541,C433,P24,Home & Kitchen,132.92,1/28/2023
O1541,C433,P21,Home & Kitchen,142.15,1/28/2023
O1541,C433,P30,Home & Kitchen,228.14,1/28/2023
O1542,C2,P19,Clothing,82.39,11/29/2023
O1542,C2,P21,Home & Kitchen,61.39,11/29/2023
O1542,C2,P7,Electronics,253.46,11/29/2023
O1542,C2,P33,Books,81.72,11/29/2023
O1542,C2,P45,Sports,372.15,11/29/2023
O1543,C188,P41,Sports,204.62,3/21/2023
O1544,C195,P13,Clothing,98.91,10/12/2023
O1544,C195,P5,Electronics,413.82,10/12/2023
O1544,C195,P18,Clothing,111.61,10/12/2023
O1544,C195,P10,Electronics,207.79,10/12/2023
O1544,C195,P11,Clothing,188.38,10/12/2023
O1544,C195,P44,Sports,304.59,10/12/2023
O1545,C169,P6,Electronics,130.41,4/16/2023
O1545,C169,P7,Electronics,474.27,4/16/2023
O1545,C169,P2,Electronics,263.4,4/16/2023
O1546,C464,P20,Clothing,196.51,5/8/2023
O1546,C464,P13,Clothing,124.95,5/8/2023
O1546,C464,P41,Sports,82.68,5/8/2023
O1546,C464,P12,Clothing,102.95,5/8/2023
O1546,C464,P12,Clothing,196.88,5/8/2023
O1547,C121,P35,Books,28.56,11/13/2023
O1547,C121,P7,Electronics,141.66,11/13/2023
O1547,C121,P24,Home & Kitchen,105.19,11/13/2023
O1547,C121,P4,Electronics,401.59,11/13/2023
O1547,C121,P36,Books,90.83,11/13/2023
O1547,C121,P5,Electronics,259.46,11/13/2023
O1548,C428,P50,Sports,368.77,4/15/2023
O1548,C428,P43,Sports,224.31,4/15/2023
O1548,C428,P27,Home & Kitchen,247.38,4/15/2023
O1549,C258,P38,Books,22.08,6/7/2023
O1549,C258,P22,Home & Kitchen,104.63,6/7/2023
O1549,C258,P12,Clothing,94.49,6/7/2023
O1549,C258,P25,Home & Kitchen,166.59,6/7/2023
O1550,C172,P5,Electronics,396.76,8/25/2023
O1550,C172,P12,Clothing,57.4,8/25/2023
O1550,C172,P44,Sports,154.91,8/25/2023
O1550,C172,P12,Clothing,182.43,8/25/2023
O1550,C172,P47,Sports,335.66,8/25/2023
O1551,C431,P29,Home & Kitchen,147.49,10/31/2023
O1551,C431,P42,Sports,259.29,10/31/2023
O1551,C431,P37,Books,87.64,10/31/2023
O1552,C365,P35,Books,75.37,2/16/2023
O1552,C365,P27,Home & Kitchen,124.14,2/16/2023
O1552,C365,P10,Electronics,346.62,2/16/2023
O1552,C365,P39,Books,74.15,2/16/2023
O1552,C365,P39,Books,28.77,2/16/2023
O1553,C11,P34,Books,27.44,4/15/2023
O1553,C11,P36,Books,87.5,4/15/2023
O1553,C11,P46,Sports,163.1,4/15/2023
O1553,C11,P1,Electronics,363.19,4/15/2023
O1553,C11,P50,Sports,102.43,4/15/2023
O1554,C354,P42,Sports,120.36,3/2/2023
O1554,C354,P30,Home & Kitchen,250.11,3/2/2023
O1554,C354,P46,Sports,267,3/2/2023
O1554,C354,P17,Clothing,174.54,3/2/2023
O1554,C354,P36,Books,55.63,3/2/2023
O1554,C354,P11,Clothing,196.83,3/2/2023
O1555,C195,P15,Clothing,96.12,3/18/2023
O1555,C195,P30,Home & Kitchen,76.76,3/18/2023
O1555,C195,P19,Clothing,177.13,3/18/2023
O1556,C44,P21,Home & Kitchen,149.88,3/14/2023
O1557,C91,P27,Home & Kitchen,93.48,6/13/2023
O1558,C436,P24,Home & Kitchen,83.14,11/23/2023
O1558,C436,P47,Sports,279.51,11/23/2023
O1558,C436,P16,Clothing,135.96,11/23/2023
O1558,C436,P30,Home & Kitchen,81.49,11/23/2023
O1559,C214,P37,Books,40.31,2/6/2023
O1559,C214,P3,Electronics,298.77,2/6/2023
O1559,C214,P46,Sports,235.77,2/6/2023
O1560,C99,P23,Home & Kitchen,282.65,1/25/2023
O1560,C99,P26,Home & Kitchen,132.12,1/25/2023
O1560,C99,P17,Clothing,199.46,1/25/2023
O1560,C99,P12,Clothing,153.44,1/25/2023
O1560,C99,P26,Home & Kitchen,124.24,1/25/2023
O1560,C99,P34,Books,48.87,1/25/2023
O1561,C485,P24,Home & Kitchen,269.36,6/23/2023
O1561,C485,P4,Electronics,475.99,6/23/2023
O1562,C195,P17,Clothing,140.02,5/26/2023
O1562,C195,P29,Home & Kitchen,214.9,5/26/2023
O1563,C441,P15,Clothing,155.45,7/18/2023
O1563,C441,P39,Books,26.39,7/18/2023
O1563,C441,P2,Electronics,430.64,7/18/2023
O1563,C441,P39,Books,13.24,7/18/2023
O1564,C455,P32,Books,86.69,3/4/2023
O1565,C440,P4,Electronics,276.99,4/16/2023
O1566,C310,P12,Clothing,160.91,12/31/2023
O1566,C310,P6,Electronics,391.37,12/31/2023
O1566,C310,P22,Home & Kitchen,101.85,12/31/2023
O1566,C310,P25,Home & Kitchen,221.47,12/31/2023
O1566,C310,P39,Books,12.17,12/31/2023
O1567,C110,P11,Clothing,139.37,2/12/2023
O1567,C110,P2,Electronics,189.5,2/12/2023
O1567,C110,P3,Electronics,298.13,2/12/2023
O1567,C110,P38,Books,64.13,2/12/2023
O1567,C110,P15,Clothing,133.83,2/12/2023
O1567,C110,P46,Sports,303.93,2/12/2023
O1568,C81,P35,Books,39.07,8/2/2023
O1568,C81,P26,Home & Kitchen,126.65,8/2/2023
O1568,C81,P33,Books,43.64,8/2/2023
O1568,C81,P20,Clothing,175.06,8/2/2023
O1568,C81,P27,Home & Kitchen,99.86,8/2/2023
O1569,C14,P37,Books,37.54,8/13/2023
O1569,C14,P25,Home & Kitchen,76.4,8/13/2023
O1569,C14,P18,Clothing,186.19,8/13/2023
O1569,C14,P50,Sports,263.53,8/13/2023
O1569,C14,P9,Electronics,269.75,8/13/2023
O1570,C487,P42,Sports,271.65,8/21/2023
O1570,C487,P3,Electronics,168.74,8/21/2023
O1570,C487,P8,Electronics,404.06,8/21/2023
O1571,C241,P42,Sports,210.1,3/16/2023
O1571,C241,P25,Home & Kitchen,232.06,3/16/2023
O1571,C241,P34,Books,27.11,3/16/2023
O1571,C241,P38,Books,18.67,3/16/2023
O1572,C247,P20,Clothing,140.99,8/20/2023
O1572,C247,P43,Sports,328.16,8/20/2023
O1572,C247,P17,Clothing,178.62,8/20/2023
O1572,C247,P41,Sports,359.1,8/20/2023
O1572,C247,P50,Sports,171.41,8/20/2023
O1572,C247,P30,Home & Kitchen,296.36,8/20/2023
O1573,C216,P12,Clothing,145.68,7/29/2023
O1573,C216,P38,Books,61.72,7/29/2023
O1574,C228,P17,Clothing,164.2,4/21/2023
O1574,C228,P34,Books,95.66,4/21/2023
O1575,C146,P34,Books,46.64,7/19/2023
O1575,C146,P32,Books,58.43,7/19/2023
O1575,C146,P21,Home & Kitchen,212.74,7/19/2023
O1575,C146,P9,Electronics,356.66,7/19/2023
O1576,C21,P2,Electronics,488.51,2/6/2023
O1576,C21,P18,Clothing,66.68,2/6/2023
O1577,C400,P21,Home & Kitchen,200.7,8/31/2023
O1577,C400,P20,Clothing,115.95,8/31/2023
O1577,C400,P45,Sports,392.55,8/31/2023
O1578,C46,P29,Home & Kitchen,95.88,1/12/2023
O1578,C46,P31,Books,91.98,1/12/2023
O1578,C46,P20,Clothing,115.56,1/12/2023
O1578,C46,P18,Clothing,115.94,1/12/2023
O1578,C46,P18,Clothing,81.26,1/12/2023
O1579,C30,P42,Sports,371.25,12/30/2023
O1579,C30,P48,Sports,301.45,12/30/2023
O1579,C30,P8,Electronics,330.57,12/30/2023
O1579,C30,P5,Electronics,495.99,12/30/2023
O1579,C30,P23,Home & Kitchen,80.29,12/30/2023
O1579,C30,P29,Home & Kitchen,97.11,12/30/2023
O1580,C1,P50,Sports,281.38,6/13/2023
O1580,C1,P25,Home & Kitchen,101.1,6/13/2023
O1580,C1,P5,Electronics,192.09,6/13/2023
O1580,C1,P27,Home & Kitchen,47,6/13/2023
O1580,C1,P23,Home & Kitchen,187.61,6/13/2023
O1580,C1,P45,Sports,233.95,6/13/2023
O1581,C391,P36,Books,56.72,10/20/2023
O1581,C391,P32,Books,73.05,10/20/2023
O1581,C391,P10,Electronics,145.7,10/20/2023
O1581,C391,P37,Books,91.13,10/20/2023
O1581,C391,P40,Books,75.2,10/20/2023
O1582,C181,P28,Home & Kitchen,145.68,8/28/2023
O1582,C181,P8,Electronics,346.08,8/28/2023
O1582,C181,P29,Home & Kitchen,163.9,8/28/2023
O1582,C181,P14,Clothing,131.49,8/28/2023
O1582,C181,P27,Home & Kitchen,112.35,8/28/2023
O1583,C131,P19,Clothing,179.3,12/18/2023
O1584,C100,P2,Electronics,390.46,10/21/2023
O1584,C100,P38,Books,40.21,10/21/2023
O1584,C100,P26,Home & Kitchen,90.93,10/21/2023
O1585,C454,P31,Books,85.72,1/15/2023
O1585,C454,P1,Electronics,393.36,1/15/2023
O1586,C331,P18,Clothing,93.33,5/25/2023
O1586,C331,P23,Home & Kitchen,277.15,5/25/2023
O1586,C331,P25,Home & Kitchen,48.68,5/25/2023
O1587,C155,P8,Electronics,467.37,3/4/2023
O1587,C155,P17,Clothing,178.65,3/4/2023
O1587,C155,P26,Home & Kitchen,74.75,3/4/2023
O1587,C155,P3,Electronics,350.76,3/4/2023
O1587,C155,P18,Clothing,122.34,3/4/2023
O1588,C343,P31,Books,43.24,4/24/2023
O1589,C5,P5,Electronics,185.13,9/21/2023
O1590,C70,P43,Sports,104.01,1/30/2023
O1590,C70,P20,Clothing,152.05,1/30/2023
O1591,C23,P36,Books,52.22,8/20/2023
O1591,C23,P1,Electronics,210.32,8/20/2023
O1592,C112,P36,Books,63.08,9/8/2023
O1592,C112,P19,Clothing,85.92,9/8/2023
O1592,C112,P50,Sports,165.48,9/8/2023
O1592,C112,P3,Electronics,342.29,9/8/2023
O1592,C112,P46,Sports,106.2,9/8/2023
O1592,C112,P48,Sports,231.04,9/8/2023
O1593,C181,P14,Clothing,54.19,4/12/2023
O1593,C181,P40,Books,23.83,4/12/2023
O1593,C181,P3,Electronics,491.26,4/12/2023
O1594,C345,P4,Electronics,338.02,8/13/2023
O1594,C345,P19,Clothing,145.58,8/13/2023
O1594,C345,P37,Books,46.14,8/13/2023
O1594,C345,P39,Books,60.99,8/13/2023
O1594,C345,P12,Clothing,53.46,8/13/2023
O1595,C377,P39,Books,20.7,8/30/2023
O1595,C377,P43,Sports,283.67,8/30/2023
O1595,C377,P50,Sports,203.18,8/30/2023
O1595,C377,P10,Electronics,303.35,8/30/2023
O1595,C377,P29,Home & Kitchen,273.73,8/30/2023
O1595,C377,P16,Clothing,61,8/30/2023
O1596,C342,P11,Clothing,122.35,5/22/2023
O1596,C342,P11,Clothing,50.64,5/22/2023
O1597,C65,P6,Electronics,426.43,10/25/2023
O1598,C314,P36,Books,22.7,11/15/2023
O1598,C314,P32,Books,55.29,11/15/2023
O1598,C314,P17,Clothing,157.99,11/15/2023
O1599,C370,P11,Clothing,182.58,11/25/2023
O1599,C370,P23,Home & Kitchen,131.78,11/25/2023
O1599,C370,P38,Books,66.9,11/25/2023
O1599,C370,P6,Electronics,152.1,11/25/2023
O1599,C370,P32,Books,42.17,11/25/2023
O1599,C370,P3,Electronics,316.93,11/25/2023
O1600,C6,P12,Clothing,158.74,4/10/2023
O1600,C6,P49,Sports,84.49,4/10/2023
O1600,C6,P39,Books,68.95,4/10/2023
O1600,C6,P9,Electronics,465.64,4/10/2023
O1601,C124,P25,Home & Kitchen,212.87,1/1/2023
O1601,C124,P20,Clothing,65.15,1/1/2023
O1601,C124,P39,Books,17.15,1/1/2023
O1601,C124,P32,Books,96.09,1/1/2023
O1602,C144,P10,Electronics,359.33,3/1/2023
O1603,C117,P39,Books,44.72,8/6/2023
O1603,C117,P48,Sports,161.88,8/6/2023
O1603,C117,P34,Books,78.93,8/6/2023
O1603,C117,P50,Sports,241.25,8/6/2023
O1603,C117,P10,Electronics,160.64,8/6/2023
O1604,C450,P4,Electronics,354.61,2/13/2023
O1604,C450,P4,Electronics,182.52,2/13/2023
O1604,C450,P45,Sports,86.72,2/13/2023
O1604,C450,P24,Home & Kitchen,162.3,2/13/2023
O1604,C450,P3,Electronics,118.95,2/13/2023
O1604,C450,P8,Electronics,137.6,2/13/2023
O1605,C342,P13,Clothing,74.87,10/22/2023
O1605,C342,P8,Electronics,451.53,10/22/2023
O1605,C342,P23,Home & Kitchen,239.96,10/22/2023
O1606,C484,P33,Books,14.33,11/19/2023
O1606,C484,P31,Books,70.26,11/19/2023
O1606,C484,P39,Books,87.64,11/19/2023
O1606,C484,P41,Sports,253.49,11/19/2023
O1606,C484,P30,Home & Kitchen,240.06,11/19/2023
O1607,C259,P4,Electronics,477.79,11/20/2023
O1608,C225,P20,Clothing,161.34,11/5/2023
O1608,C225,P24,Home & Kitchen,226.18,11/5/2023
O1608,C225,P28,Home & Kitchen,244,11/5/2023
O1608,C225,P6,Electronics,485.11,11/5/2023
O1609,C176,P18,Clothing,179.94,2/9/2023
O1610,C226,P43,Sports,92.65,12/23/2023
O1610,C226,P22,Home & Kitchen,180.26,12/23/2023
O1610,C226,P48,Sports,270.3,12/23/2023
O1611,C431,P37,Books,59.48,9/13/2023
O1611,C431,P3,Electronics,122.22,9/13/2023
O1611,C431,P13,Clothing,117.73,9/13/2023
O1611,C431,P40,Books,50.79,9/13/2023
O1611,C431,P44,Sports,120.59,9/13/2023
O1611,C431,P15,Clothing,67.77,9/13/2023
O1612,C35,P32,Books,71.96,6/29/2023
O1612,C35,P16,Clothing,149.54,6/29/2023
O1612,C35,P17,Clothing,161.92,6/29/2023
O1612,C35,P20,Clothing,51.9,6/29/2023
O1613,C110,P13,Clothing,110.17,8/21/2023
O1613,C110,P49,Sports,149.01,8/21/2023
O1613,C110,P33,Books,91.34,8/21/2023
O1613,C110,P27,Home & Kitchen,189.74,8/21/2023
O1613,C110,P17,Clothing,125.03,8/21/2023
O1613,C110,P9,Electronics,351.77,8/21/2023
O1614,C103,P45,Sports,192.62,1/17/2023
O1615,C291,P5,Electronics,354.98,6/22/2023
O1615,C291,P34,Books,28.5,6/22/2023
O1615,C291,P20,Clothing,197.38,6/22/2023
O1616,C231,P29,Home & Kitchen,49.47,1/28/2023
O1616,C231,P10,Electronics,492.12,1/28/2023
O1617,C347,P27,Home & Kitchen,65.18,5/4/2023
O1617,C347,P45,Sports,354.53,5/4/2023
O1617,C347,P47,Sports,85.76,5/4/2023
O1617,C347,P18,Clothing,115.22,5/4/2023
O1618,C467,P42,Sports,389.86,9/27/2023
O1618,C467,P25,Home & Kitchen,169,9/27/2023
O1618,C467,P8,Electronics,496.99,9/27/2023
O1619,C429,P17,Clothing,72.17,3/30/2023
O1619,C429,P7,Electronics,182,3/30/2023
O1619,C429,P24,Home & Kitchen,146.77,3/30/2023
O1619,C429,P7,Electronics,223.44,3/30/2023
O1619,C429,P21,Home & Kitchen,294.72,3/30/2023
O1620,C142,P32,Books,30.91,7/1/2023
O1620,C142,P42,Sports,179.01,7/1/2023
O1620,C142,P6,Electronics,103.65,7/1/2023
O1621,C406,P7,Electronics,124.78,4/10/2023
O1621,C406,P30,Home & Kitchen,167.26,4/10/2023
O1621,C406,P48,Sports,377.52,4/10/2023
O1621,C406,P4,Electronics,271.48,4/10/2023
O1621,C406,P15,Clothing,94.23,4/10/2023
O1621,C406,P16,Clothing,167.85,4/10/2023
O1622,C374,P45,Sports,356.59,11/29/2023
O1622,C374,P5,Electronics,288.25,11/29/2023
O1623,C328,P44,Sports,308.69,2/2/2023
O1624,C104,P44,Sports,247.01,9/3/2023
O1624,C104,P31,Books,54.46,9/3/2023
O1625,C454,P21,Home & Kitchen,215.81,2/23/2023
O1625,C454,P8,Electronics,446.89,2/23/2023
O1626,C180,P37,Books,42.39,12/3/2023
O1627,C71,P22,Home & Kitchen,201.49,1/10/2023
O1627,C71,P26,Home & Kitchen,33.7,1/10/2023
O1627,C71,P3,Electronics,421.7,1/10/2023
O1627,C71,P22,Home & Kitchen,214.35,1/10/2023
O1627,C71,P47,Sports,279.84,1/10/2023
O1627,C71,P16,Clothing,168.99,1/10/2023
O1628,C326,P37,Books,74.86,2/12/2023
O1629,C446,P35,Books,50.28,4/15/2023
O1629,C446,P49,Sports,205.95,4/15/2023
O1629,C446,P10,Electronics,455.07,4/15/2023
O1629,C446,P7,Electronics,290.89,4/15/2023
O1629,C446,P16,Clothing,159.71,4/15/2023
O1630,C45,P40,Books,18.81,7/17/2023
O1630,C45,P38,Books,93.45,7/17/2023
O1630,C45,P12,Clothing,131.99,7/17/2023
O1631,C438,P50,Sports,281.38,5/29/2023
O1631,C438,P42,Sports,173.6,5/29/2023
O1631,C438,P5,Electronics,393.83,5/29/2023
O1631,C438,P20,Clothing,150.73,5/29/2023
O1631,C438,P45,Sports,204.59,5/29/2023
O1632,C44,P18,Clothing,180.46,3/23/2023
O1632,C44,P39,Books,10.02,3/23/2023
O1633,C443,P10,Electronics,395.44,6/17/2023
O1633,C443,P34,Books,80.97,6/17/2023
O1633,C443,P48,Sports,300.01,6/17/2023
O1633,C443,P22,Home & Kitchen,229.12,6/17/2023
O1634,C468,P13,Clothing,155.1,7/14/2023
O1635,C330,P41,Sports,139.62,5/16/2023
O1635,C330,P13,Clothing,144.07,5/16/2023
O1635,C330,P32,Books,67.8,5/16/2023
O1635,C330,P21,Home & Kitchen,240.41,5/16/2023
O1635,C330,P14,Clothing,87.52,5/16/2023
O1636,C148,P28,Home & Kitchen,143.83,7/22/2023
O1636,C148,P43,Sports,252.06,7/22/2023
O1636,C148,P19,Clothing,165.05,7/22/2023
O1636,C148,P19,Clothing,61.47,7/22/2023
O1636,C148,P36,Books,23.25,7/22/2023
O1637,C439,P7,Electronics,467.32,4/10/2023
O1637,C439,P31,Books,44.59,4/10/2023
O1637,C439,P26,Home & Kitchen,63.46,4/10/2023
O1638,C70,P49,Sports,287.33,2/5/2023
O1639,C169,P11,Clothing,194.68,3/17/2023
O1639,C169,P24,Home & Kitchen,204.14,3/17/2023
O1640,C24,P29,Home & Kitchen,209.48,3/16/2023
O1640,C24,P28,Home & Kitchen,151.6,3/16/2023
O1640,C24,P4,Electronics,154.71,3/16/2023
O1640,C24,P35,Books,63.35,3/16/2023
O1641,C271,P41,Sports,361.19,9/13/2023
O1642,C177,P14,Clothing,54.04,6/4/2023
O1643,C97,P43,Sports,291.13,10/23/2023
O1643,C97,P45,Sports,294.45,10/23/2023
O1643,C97,P2,Electronics,480.33,10/23/2023
O1643,C97,P30,Home & Kitchen,222.37,10/23/2023
O1643,C97,P43,Sports,287.1,10/23/2023
O1644,C395,P38,Books,73.09,5/15/2023
O1644,C395,P48,Sports,284.02,5/15/2023
